key,disease,M0_error,M1_error,delta_error,delta_dice,delta_area_relative,delta_missing_d1,delta_extra_d1
train/234_D.png,D,0.10855494582805685,0.09729843815956099,-0.011256507668495855,-0.001082784240454604,-0.0002780499430659611,-0.0010552975939214781,0.00654284508231321
train/370_G.png,G,0.09799918334013884,0.08285014291547571,-0.015149040424663127,0.0009769827612948756,0.009192609770870771,-0.008615761535320537,0.004899959167006942
train/546_N.png,N,0.0813721035892776,0.07351203998182644,-0.00786006360745116,0.0014867570245097328,0.00898506243928536,-0.007451158564288962,0.005224897773739211
train/49_A.png,A,0.1529185542482808,0.1517452661082684,-0.0011732881400123851,0.0027910308878446033,0.002079179720877242,-0.002411758954469878,0.0003585047094482284
train/240_D.png,D,0.055982176715965115,0.05043610163064088,-0.005546075085324238,0.0035161781437320627,0.0056952236351780865,-0.006067500948047033,0.007868790291998481
train/371_G.png,G,0.034949878081820644,0.015917095638038472,-0.019032782443782172,-0.014532074713524024,0.03221020335035385,-0.0013546464372798661,0.047344892982931444
train/547_N.png,N,0.02326769641944739,0.018708485634555672,-0.004559210784891719,0.001927366272930553,0.00553382673903767,-0.004559210784891715,-0.0009432849899775955
train/64_A.png,A,0.016958277254374158,0.0029609690444145358,-0.013997308209959623,-0.0029695089030354893,0.012465895764086792,-0.0044863167339614166,0.014715118887393457
train/248_D.png,D,0.0015026296018031556,0.007513148009015778,0.006010518407212622,0.0011907987495406447,0.0060825794642542855,-0.005760080140245427,0.002654645629852237
train/375_G.png,G,0.16802308802308802,0.1471861471861472,-0.02083694083694082,0.0001269924713926951,0.015845738067693613,-0.009466089466089456,0.010678210678210676
train/553_N.png,N,0.0037621992103106607,0.006816657975117336,0.0030544587648066754,0.0012521255969997203,0.001469387755102046,-0.005401177084109365,0.0037249497131788684
train/6_A.png,A,0.045909293019119606,0.03961019712464799,-0.0062990958944716124,0.0007484751538079371,0.001992724701804,-0.0032977619682822007,0.004001778568252557
train/256_D.png,D,0.08037725225225226,0.047438063063063064,-0.03293918918918919,0.008842079243734258,-0.029995088965282773,-0.0007038288288288286,-0.0313907657657658
train/378_G.png,G,0.05814140117165557,0.037958430302543936,-0.02018297086911163,-0.0011424395500454487,0.017264649007899376,-0.007543535831795206,0.014525318995265223
train/555_N.png,N,0.06328908506702152,0.05313037551523806,-0.010158709551783461,0.003379493379796372,0.003662396798979853,-0.010256077374963486,-0.0007140307033202432
train/72_A.png,A,0.11814882032667877,0.11005444646098003,-0.008094373865698737,0.0037681846364798766,0.008126266736885782,-0.005626134301270416,-0.00010889292196007185
train/262_D.png,D,0.0235685692439167,0.0031034948050195654,-0.020465074438897134,0.0014927616764670582,0.015325565120663995,-0.01079476453919849,0.008680789816938785
train/396_G.png,G,0.10645347162201095,0.09316479400749064,-0.013288677614520308,0.0002193641067539387,0.01208380075965081,-0.009507346585998278,0.004573609910688562
train/559_N.png,N,0.010736141430769782,0.004867050781948968,-0.005869090648820814,0.00046379665648876855,0.005577832037812773,-0.0022188025623590887,0.00454496653902587
train/81_A.png,A,0.009539228985253577,0.0047696144926267885,-0.0047696144926267885,1.2009193061546242e-05,0.012548488868706834,-0.0022316544873758337,0.010064324158753774
train/266_D.png,D,0.19341414872444365,0.1727278209999397,-0.02068632772450396,0.0068190432241749255,0.00737624739186471,-0.014112538447620782,0.0
train/406_G.png,G,0.1125762391547118,0.10699252641525642,-0.0055837127394553765,0.002982260993193764,0.015268785317715278,-0.007258826561291995,0.0007731294562322785
train/561_N.png,N,0.046468765930747814,0.03627308732990863,-0.010195678600839184,0.0011194215332245294,0.010611056160017583,-0.007019332575193125,0.007842829692953218
train/84_A.png,A,0.0986868823609043,0.05942872614051713,-0.03925815622038717,0.0015586595646452928,0.03645033331781815,-0.023487207255990267,0.012589684581020708
train/269_D.png,D,0.14386157648997527,0.13150233452348256,-0.012359241966492712,0.007009358377775277,0.016660639818995515,-0.013457841252403208,0.006371875858280692
train/417_G.png,G,0.0929406850459482,0.09172236145920357,-0.0012183235867446324,0.0018982344644140614,-0.0018306813342403782,-0.0026455026455026454,-0.0028891673628515732
train/566_N.png,N,0.019514399572737356,0.008873916437286883,-0.010640483135450473,0.0018358547317118834,0.007651147259850437,-0.005505114826835376,0.00476562179039481
train/88_A.png,A,0.04894401609118337,0.044394425554331686,-0.004549590536851687,0.0004800332190106893,0.010312651960229617,-0.0015803840812221581,0.003160768162444323
train/271_D.png,D,0.019186150276637514,0.002810994110298055,-0.016375156166339458,0.0019365627779480699,0.004883395874052468,-0.008076030697840443,0.004908084954488662
train/421_G.png,G,0.08342873001006001,0.07531134006313525,-0.008117389946924763,-2.4281839419826312e-05,0.006054351379316867,-0.003954625871578729,0.0035730391646720087
train/572_N.png,N,0.00011716919231370099,0.012224652398062802,0.0121074832057491,-0.00048620622031725347,0.008024302493245419,-0.004296203718169037,0.007615997500390562
train/8_A.png,A,0.13338175875062425,0.1314296091160848,-0.0019521496345394351,0.004239987922399435,0.01650853889943074,-0.007127616107504425,0.006764425477822675
train/274_D.png,D,0.03374812375926015,0.021498087444923257,-0.012250036314336896,0.0033355018299017214,0.010302758556074577,-0.006246065946835813,0.003292499878952207
train/429_G.png,G,0.06471667346106807,0.04958214431308602,-0.015134529147982058,0.003675079437184481,0.01812105992832666,-0.004382388911536889,0.010446392172849574
train/573_N.png,N,0.03802120141342756,0.026395759717314487,-0.011625441696113074,0.00017396882475417819,0.006194281889268655,-0.002791519434628978,0.006607773851590105
train/91_A.png,A,0.114305507447177,0.10376564896828146,-0.010539858478895547,0.01036258976900517,0.014203864176966605,-0.012469691721510218,0.0031174229303775544
train/276_D.png,D,0.008359502852846212,0.018620903180149497,0.010261400327303286,-1.8802789731431346e-05,0.013848027208980089,-0.007961431288424962,0.017603609182184086
train/430_G.png,G,0.03038491231940002,0.004797617734642109,-0.025587294584757912,0.002187061719598038,0.024939275068799158,-0.014723723392522335,0.0132348075438403
train/580_N.png,N,0.04462081798503779,0.0298105039304295,-0.014810314054608288,0.0017212953482784732,0.015301671220424518,-0.012114077393384728,0.0007215281206091224
train/96_A.png,A,0.08887769874740353,0.07477812047586077,-0.014099578271542762,-0.0015363702358590636,0.02274121226917878,-0.006609177314785664,0.0040913954805816
train/277_D.png,D,0.41873187811149404,0.36178127906340607,-0.05695059904808797,0.015912640266454114,0.06777966654042297,-0.05104217955030366,0.025767273920892828
train/435_G.png,G,0.034594019226291454,0.02854006586169045,-0.006053953364601003,0.0020127302453946117,0.005196282207145381,-0.0035259288826797047,0.0017629644413398524
train/583_N.png,N,0.028257806126233034,0.023177334421122894,-0.00508047170511014,0.0011302230766544463,0.00897470839080175,-0.004561299414076986,0.003782540977527258
train/98_A.png,A,0.11687779094140162,0.10480269753030165,-0.012075093411099969,0.00010924404032952584,0.005651699809775411,-0.0025061514626811277,0.004465506242595459
train/285_D.png,D,0.013343937787203958,0.006892895015906681,-0.0064510427712972775,0.003279047689974446,0.02571281718335768,-0.015199717214563452,0.014581124072110277
train/437_G.png,G,0.029615123296430998,0.02461931977139203,-0.004995803525038967,0.0016617045185519652,-0.0018264447054627303,-0.004236441389233042,0.0004396307102034272
train/584_N.png,N,0.042873977540551785,0.030153888811867462,-0.012720088728684322,0.0010772594445083161,0.014552534953272054,-0.004609732427561346,0.004297795646748925
train/296_D.png,D,0.08447809626825312,0.07393185505678745,-0.010546241211465662,0.003215742570563007,-0.00578405940346758,-0.0053542455381287435,0.005191995673336933
train/442_G.png,G,0.07844580175141659,0.0570314224740599,-0.02141437927735669,0.0013368079217896955,0.015459047293479758,-0.01641033188608433,0.007726837883582312
train/590_N.png,N,0.025886304720873343,0.01675855270364015,-0.009127752017233193,0.0007282061789787297,0.013427453963551194,-0.007192668589579759,0.003870166855306875
train/299_D.png,D,0.06917189952904239,0.1283359497645212,0.05916405023547881,-0.01099111249680318,0.04729371445157042,-0.008732339089481927,0.04503532182103609
train/444_G.png,G,0.02029058116232465,0.011230794923179693,-0.009059786239144956,-0.002264952553403199,0.020424222807543718,-0.003381763527054108,0.008851035404141616
