key,fold,arm,threshold,fp_fov,thin_recall,mare,extra,precision
train/105_A.png,1,M0_fixed,0.5,0.00443767341205434,0.7194899817850637,0.07692954077559766,0.028486198058905086,0.9525685277841329
train/105_A.png,1,M1_fixed,0.5,0.005090062589653102,0.7423887587822015,0.05982941893197765,0.03638502583925045,0.9465605346552066
train/105_A.png,1,M1_match_M0,0.54,0.0047798442455738045,0.7373145979703357,0.06361077265661107,0.03499852947355153,0.9494821328454661
train/105_A.png,1,M0_match_M1,0.46,0.004753165467982985,0.723783502472027,0.07377841267173649,0.03004075459014327,0.9495437466451959
train/110_A.png,0,M0_fixed,0.5,0.0062986063604100655,0.6644778648591401,0.026299198414842836,0.13329730703413492,0.8437174459219315
train/110_A.png,0,M1_fixed,0.5,0.005689213185119693,0.7011226435077315,0.006935062595694858,0.13726019994596056,0.8575888475893885
train/110_A.png,0,M1_match_M0,0.555,0.005369389816527583,0.6920144037280237,0.012789336215437269,0.13194632081419436,0.863556489950892
train/110_A.png,0,M0_match_M1,0.445,0.0066462136123740774,0.6706206312221987,0.019093938575159865,0.13653967396199226,0.8375758215891601
train/112_A.png,1,M0_fixed,0.5,0.011949147098355472,0.8890275229357798,0.04256214578306492,0.020930363054822963,0.9200003308334729
train/112_A.png,1,M1_fixed,0.5,0.012230503340449082,0.896,0.03686661803490264,0.023006565288143203,0.9184686493108098
train/112_A.png,1,M1_match_M0,0.54,0.011585020853099304,0.892697247706422,0.039728410302452166,0.021996520958419842,0.9223422975798604
train/112_A.png,1,M0_match_M1,0.46,0.012627984661606579,0.8925504587155964,0.040037034958756525,0.02149149879355816,0.9159582339883252
train/113_A.png,1,M0_fixed,0.5,0.008894998072951152,0.843833660538997,0.005008720540226287,0.06717052010196324,0.9172189617809865
train/113_A.png,1,M1_fixed,0.5,0.009897434060341334,0.8613242905586294,0.025311927015786415,0.08380662761057198,0.9089320421454632
train/113_A.png,1,M1_match_M0,0.54,0.009395289600853831,0.8581117258611458,0.018827422744957738,0.07946871785698315,0.9129151650641621
train/113_A.png,1,M0_match_M1,0.46,0.009337539899793459,0.8465107977868999,0.008273333035195205,0.06949599749563973,0.9136834412433056
train/117_A.png,1,M0_fixed,0.5,0.0023808404654436423,0.6468482799761384,0.09539174319516837,0.009514354264912716,0.9771851061623031
train/117_A.png,1,M1_fixed,0.5,0.0031384790081552833,0.701133426128455,0.07421196326631918,0.012203193513692397,0.9704933189128842
train/117_A.png,1,M1_match_M0,0.54,0.0028932515124939235,0.6943726386955658,0.0771903698188136,0.011665425663936461,0.9726156502904977
train/117_A.png,1,M0_match_M1,0.46,0.0025880314138586624,0.6583813879498907,0.09051046578969141,0.01038305617605692,0.9753637011262812
train/120_A.png,0,M0_fixed,0.5,0.008275493860117458,0.5568853427895981,0.1583961474036851,0.05019891122278057,0.8882729104356205
train/120_A.png,0,M1_fixed,0.5,0.009013008937928852,0.5994385342789598,0.13929020100502512,0.05360134003350084,0.880682422427827
train/120_A.png,0,M1_match_M0,0.555,0.008512475035099167,0.5929373522458629,0.1443676716917923,0.049675460636515914,0.8860851084943107
train/120_A.png,0,M0_match_M1,0.445,0.0087927122263748,0.5647163120567376,0.15300460636515914,0.052554438860971525,0.8826241895302988
train/133_A.png,0,M0_fixed,0.5,0.011730271717001181,0.8825896964121435,0.040725233054194974,0.02472744509401169,0.8988695500943157
train/133_A.png,0,M1_fixed,0.5,0.01253469704944733,0.8970791168353266,0.03385210933796808,0.0267814820666772,0.8930370393910985
train/133_A.png,0,M1_match_M0,0.555,0.011774651663968697,0.890409383624655,0.039263706746721444,0.024845947227050087,0.8987134958793959
train/133_A.png,0,M0_match_M1,0.445,0.012441281916319904,0.889949402023919,0.03847369252646548,0.027768999841997155,0.8935624505488087
train/137_A.png,0,M0_fixed,0.5,0.006905493102855454,0.837819089900111,0.038234403391883706,0.024947001817080556,0.9430164319248826
train/137_A.png,0,M1_fixed,0.5,0.007706026915746367,0.8704217536071032,0.016959418534221685,0.03365384615384615,0.9372056752241844
train/137_A.png,0,M1_match_M0,0.555,0.006998873254069457,0.8627913429522752,0.019003634161114474,0.030852513628104178,0.9424760094335787
train/137_A.png,0,M0_match_M1,0.445,0.007585127448446118,0.845449500554939,0.03191247728649303,0.02778619018776499,0.9379301445285616
train/138_A.png,0,M0_fixed,0.5,0.00543683474046086,0.6696730552423901,0.03695827106563973,0.07357167490516152,0.938091675185033
train/138_A.png,0,M1_fixed,0.5,0.006010935367560137,0.7254791431792559,0.03287734222324405,0.07541096677779055,0.9329861982865653
train/138_A.png,0,M1_match_M0,0.555,0.00561915256454236,0.713641488162345,0.04075181055293712,0.07299689619496494,0.936704462135612
train/138_A.png,0,M0_match_M1,0.445,0.0058384892361531,0.6801014656144306,0.0282216346706518,0.0784572939418324,0.9342319707821204
train/13_A.png,1,M0_fixed,0.5,0.004421462183029919,0.6951039790404454,0.10242032111190989,0.02827701893122454,0.9491034747007443
train/13_A.png,1,M1_fixed,0.5,0.004505909460190814,0.7217946618634354,0.08761083153606518,0.03364485981308411,0.9485843101259368
train/13_A.png,1,M1_match_M0,0.54,0.0042510266200008135,0.7185197314557066,0.08943206326383897,0.03230289959261922,0.9512340855816519
train/13_A.png,1,M0_match_M1,0.46,0.004670797391873583,0.6991976420501065,0.10069494368559789,0.029427270548765875,0.9465164209233549
train/143_A.png,1,M0_fixed,0.5,0.005788783207609052,0.6184658521930703,0.12003045170021993,0.10133649128743022,0.8357404367026927
train/143_A.png,1,M1_fixed,0.5,0.006831500584788084,0.6621269777688764,0.05523600067670445,0.12502114701404163,0.8216688609067192
train/143_A.png,1,M1_match_M0,0.54,0.006524254781957586,0.6565191267774885,0.061833869057689055,0.12096092031805109,0.8275117386253947
