step,loss,pixel_loss,skeleton_loss,empty_skeleton_crops,lr,gradient_norm
29,1.0824153423309326,1.0824153423309326,0.7314750552177429,0,0.0009999808491431082,0.9141746163368225
30,1.0002721548080444,1.0002721548080444,0.6676537990570068,0,0.000999979456807276,1.4884130954742432
31,1.0239439010620117,1.0239439010620117,0.7167178392410278,0,0.00099997801561893,0.8803151249885559
32,1.027336835861206,1.027336835861206,0.6983741521835327,0,0.0009999765255782128,0.9546244144439697
33,1.0196717977523804,1.0196717977523804,0.6849541664123535,0,0.0009999749866852706,1.2156535387039185
34,0.9735602140426636,0.9735602140426636,0.6657480001449585,0,0.000999973398940256,1.2994014024734497
35,1.0025591850280762,1.0025591850280762,0.5654428005218506,0,0.0009999717623433253,1.3943942785263062
36,1.1006566286087036,1.1006566286087036,0.5191066861152649,0,0.0009999700768946402,1.2491236925125122
37,0.9361785650253296,0.9361785650253296,0.5921392440795898,0,0.0009999683425943669,0.8384400010108948
38,0.9543910622596741,0.9543910622596741,0.5797535181045532,0,0.0009999665594426768,1.5620086193084717
39,0.9706473350524902,0.9706473350524902,0.5481332540512085,0,0.000999964727439746,1.119028925895691
40,0.9940275549888611,0.9940275549888611,0.643154501914978,0,0.0009999628465857547,2.6888484954833984
41,0.918249249458313,0.918249249458313,0.5501967668533325,0,0.000999960916880889,1.4204680919647217
42,1.0677435398101807,1.0677435398101807,0.5932520627975464,2,0.0009999589383253393,1.2242510318756104
43,0.9986647367477417,0.9986647367477417,0.4915286898612976,0,0.000999956910919301,1.411390781402588
44,0.9766587018966675,0.9766587018966675,0.6573740839958191,0,0.0009999548346629739,1.22021484375
45,0.8552513122558594,0.8552513122558594,0.5083760619163513,0,0.000999952709556563,1.23555588722229
46,0.9825420379638672,0.9825420379638672,0.6005007028579712,0,0.000999950535600278,1.1409846544265747
47,0.9359042644500732,0.9359042644500732,0.6188831329345703,0,0.0009999483127943337,1.6914381980895996
48,0.9812051057815552,0.9812051057815552,0.6016708612442017,0,0.0009999460411389493,0.9370336532592773
49,1.012931227684021,1.012931227684021,0.5479224920272827,0,0.0009999437206343492,1.4606841802597046
50,0.7398400902748108,0.7398400902748108,0.4875337779521942,0,0.0009999413512807621,1.1592729091644287
51,0.8601170182228088,0.8601170182228088,0.4682933986186981,0,0.000999938933078422,0.9274460673332214
52,0.8263838291168213,0.8263838291168213,0.43157243728637695,0,0.0009999364660275675,1.9340523481369019
53,0.812536895275116,0.812536895275116,0.4176596403121948,0,0.0009999339501284424,1.0350711345672607
54,0.8137895464897156,0.8137895464897156,0.43061190843582153,0,0.0009999313853812947,0.9595404863357544
55,0.9255163073539734,0.9255163073539734,0.5647585391998291,0,0.0009999287717863776,0.6729840040206909
56,1.003619909286499,1.003619909286499,0.5910921096801758,0,0.0009999261093439492,1.1527771949768066
57,1.0333256721496582,1.0333256721496582,0.6284131407737732,0,0.0009999233980542718,1.077088475227356
58,0.9496956467628479,0.9496956467628479,0.6137166619300842,1,0.0009999206379176135,1.1294065713882446
59,0.9575877785682678,0.9575877785682678,0.6153087615966797,0,0.0009999178289342467,0.9293128252029419
60,1.137052297592163,1.137052297592163,0.6038398742675781,0,0.0009999149711044481,1.9247677326202393
61,0.7824221849441528,0.7824221849441528,0.4389600157737732,0,0.0009999120644285004,1.4718762636184692
62,0.872761607170105,0.872761607170105,0.5492428541183472,0,0.0009999091089066903,1.0256319046020508
63,0.8238222599029541,0.8238222599029541,0.5159704089164734,0,0.0009999061045393091,1.2005836963653564
64,1.0206109285354614,1.0206109285354614,0.6395751237869263,0,0.000999903051326654,0.8988324403762817
65,0.9343920946121216,0.9343920946121216,0.573630690574646,0,0.0009998999492690256,1.0766818523406982
66,0.8808165788650513,0.8808165788650513,0.559479832649231,0,0.0009998967983667307,0.7673854231834412
67,1.0151853561401367,1.0151853561401367,0.6507930159568787,1,0.00099989359862008,1.225708246231079
68,1.0902965068817139,1.0902965068817139,0.7100658416748047,0,0.000999890350029389,0.7417223453521729
69,0.885706901550293,0.885706901550293,0.5196295976638794,0,0.000999887052594979,1.9933748245239258
70,1.0322145223617554,1.0322145223617554,0.660814106464386,0,0.000999883706317175,1.2381045818328857
71,0.8466760516166687,0.8466760516166687,0.563884973526001,0,0.000999880311196307,1.883310079574585
72,0.8568784594535828,0.8568784594535828,0.5945731401443481,0,0.0009998768672327108,1.910253882408142
73,0.8132163286209106,0.8132163286209106,0.5210323333740234,0,0.0009998733744267258,0.8841221928596497
74,0.7727063894271851,0.7727063894271851,0.4962405562400818,0,0.000999869832778697,1.2583911418914795
75,1.0065103769302368,1.0065103769302368,0.7002538442611694,0,0.0009998662422889737,0.8582693338394165
76,0.8886920213699341,0.8886920213699341,0.5884036421775818,0,0.0009998626029579104,1.2854231595993042
77,0.7410195469856262,0.7410195469856262,0.45792263746261597,0,0.0009998589147858662,0.9856323003768921
78,0.7659786939620972,0.7659786939620972,0.5347363352775574,0,0.000999855177773205,1.4006998538970947
79,1.214080810546875,1.214080810546875,0.701254665851593,0,0.000999851391920296,1.6592381000518799
80,0.6760672330856323,0.6760672330856323,0.4414255619049072,0,0.0009998475572275127,1.1105700731277466
81,0.943104088306427,0.943104088306427,0.6280608773231506,0,0.0009998436736952335,1.2631498575210571
82,0.9837929606437683,0.9837929606437683,0.693261981010437,0,0.0009998397413238417,1.0037330389022827
83,0.7376513481140137,0.7376513481140137,0.5175918936729431,0,0.0009998357601137254,1.1271679401397705
84,0.980230450630188,0.980230450630188,0.5845006704330444,1,0.0009998317300652774,0.9580873250961304
85,0.8276385068893433,0.8276385068893433,0.4801008701324463,0,0.0009998276511788958,1.8867708444595337
86,0.9141283631324768,0.9141283631324768,0.6077755689620972,1,0.0009998235234549829,0.9032915830612183
87,0.7207795977592468,0.7207795977592468,0.4827248752117157,0,0.000999819346893946,1.5372931957244873
88,0.8529860973358154,0.8529860973358154,0.45493239164352417,0,0.0009998151214961977,1.1228272914886475
89,0.6432183384895325,0.6432183384895325,0.3597128689289093,0,0.0009998108472621546,1.0127239227294922
90,0.9957586526870728,0.9957586526870728,0.6186277866363525,0,0.0009998065241922389,1.0323584079742432
91,0.8573508262634277,0.8573508262634277,0.6131998896598816,0,0.000999802152286877,1.4731431007385254
92,0.7421721816062927,0.7421721816062927,0.5271226167678833,0,0.0009997977315465004,0.8999151587486267
93,0.9475114345550537,0.9475114345550537,0.6350369453430176,0,0.000999793261971546,0.8034518957138062
94,0.6817888617515564,0.6817888617515564,0.4972287714481354,0,0.000999788743562454,1.0703673362731934
95,0.6443779468536377,0.6443779468536377,0.4257526397705078,0,0.0009997841763196708,1.3055593967437744
96,0.7946555614471436,0.7946555614471436,0.5573720932006836,0,0.0009997795602436472,1.6670557260513306
97,0.8605009317398071,0.8605009317398071,0.6418874859809875,0,0.0009997748953348388,2.0204930305480957
98,1.007317066192627,1.007317066192627,0.6331567764282227,0,0.0009997701815937059,1.9233131408691406
99,0.8572243452072144,0.8572243452072144,0.678810715675354,0,0.000999765419020714,1.8893287181854248
100,0.7882932424545288,0.7882932424545288,0.4113999009132385,0,0.0009997606076163326,1.289007306098938
101,0.6650348901748657,0.6650348901748657,0.35690778493881226,0,0.0009997557473810372,1.3525433540344238
102,0.6852342486381531,0.6852342486381531,0.45826834440231323,0,0.000999750838315307,1.1178869009017944
103,0.7692067623138428,0.7692067623138428,0.4650779068470001,0,0.0009997458804196268,1.4254471063613892
104,0.643256425857544,0.643256425857544,0.4400273859500885,0,0.0009997408736944857,0.9538984894752502
105,0.6541886329650879,0.6541886329650879,0.4786878228187561,0,0.000999735818140378,1.0818012952804565
106,0.8732098340988159,0.8732098340988159,0.6094766855239868,0,0.0009997307137578025,1.3048936128616333
107,0.7034190893173218,0.7034190893173218,0.5159558057785034,0,0.0009997255605472633,1.9345248937606812
108,0.6851551532745361,0.6851551532745361,0.42755502462387085,0,0.0009997203585092687,1.1449569463729858
109,0.6839703321456909,0.6839703321456909,0.46233850717544556,0,0.0009997151076443322,0.8853225111961365
110,0.7948433756828308,0.7948433756828308,0.5192440748214722,0,0.0009997098079529722,1.066268801689148
111,0.7204316854476929,0.7204316854476929,0.5087816715240479,0,0.0009997044594357116,2.346879720687866
112,0.8236521482467651,0.8236521482467651,0.43473729491233826,0,0.0009996990620930782,1.2794439792633057
113,0.7016721963882446,0.7016721963882446,0.4386976361274719,0,0.0009996936159256049,1.4645798206329346
114,0.702170729637146,0.702170729637146,0.3958461880683899,0,0.000999688120933829,1.4460630416870117
115,0.6560509204864502,0.6560509204864502,0.4280925393104553,0,0.000999682577118293,0.9735279679298401
116,0.7515624165534973,0.7515624165534973,0.5246326923370361,0,0.000999676984479544,1.400986909866333
117,0.7217000722885132,0.7217000722885132,0.42196521162986755,1,0.000999671343018134,1.0696932077407837
118,0.7589351534843445,0.7589351534843445,0.45766112208366394,0,0.0009996656527346199,1.0503586530685425
119,0.8230752944946289,0.8230752944946289,0.5611565709114075,0,0.0009996599136295628,1.3858224153518677
120,0.581684947013855,0.581684947013855,0.379538357257843,0,0.0009996541257035298,0.9801651835441589
121,0.69728684425354,0.69728684425354,0.4636741280555725,0,0.0009996482889570917,0.6332862377166748
122,0.8055987358093262,0.8055987358093262,0.477688193321228,0,0.0009996424033908247,1.322394847869873
123,0.6675738096237183,0.6675738096237183,0.47607314586639404,0,0.0009996364690053098,1.1094001531600952
124,0.755634069442749,0.755634069442749,0.4028969705104828,0,0.0009996304858011324,1.6874170303344727
125,0.6734726428985596,0.6734726428985596,0.4560827612876892,0,0.0009996244537788833,1.2509547472000122
126,0.764704704284668,0.764704704284668,0.3915725350379944,0,0.000999618372939158,1.294651746749878
127,0.8920789957046509,0.8920789957046509,0.6072033643722534,0,0.0009996122432825562,2.528013229370117
128,0.6863881349563599,0.6863881349563599,0.41545751690864563,0,0.000999606064809683,1.6268203258514404
129,0.44044649600982666,0.44044649600982666,0.3471713662147522,0,0.000999599837521148,1.2452584505081177
130,0.8614016771316528,0.8614016771316528,0.6456571817398071,0,0.0009995935614175665,0.9897844791412354
131,0.6433957815170288,0.6433957815170288,0.4623751640319824,0,0.0009995872364995573,0.9052396416664124
132,0.5969945788383484,0.5969945788383484,0.41492724418640137,0,0.000999580862767745,0.9798296689987183
133,0.7582769989967346,0.7582769989967346,0.5863204002380371,0,0.0009995744402227582,1.816347599029541
134,0.893291711807251,0.893291711807251,0.558525025844574,1,0.0009995679688652316,1.1220301389694214
135,0.7204355001449585,0.7204355001449585,0.503139853477478,0,0.0009995614486958029,2.6695899963378906
136,0.7142879962921143,0.7142879962921143,0.3331006169319153,0,0.0009995548797151162,1.988656997680664
137,0.7075703740119934,0.7075703740119934,0.2984551191329956,0,0.00099954826192382,1.0272207260131836
138,0.5579999685287476,0.5579999685287476,0.33908772468566895,0,0.000999541595322567,1.3513952493667603
139,0.9861471652984619,0.9861471652984619,0.5538426637649536,0,0.0009995348799120153,1.022679328918457
140,0.8970050811767578,0.8970050811767578,0.6692273020744324,1,0.0009995281156928277,2.108811616897583
141,0.8939393758773804,0.8939393758773804,0.6921163201332092,0,0.0009995213026656718,0.5341337323188782
142,0.7112878561019897,0.7112878561019897,0.46882766485214233,1,0.0009995144408312202,1.8845008611679077
143,1.0021123886108398,1.0021123886108398,0.7300753593444824,0,0.0009995075301901498,2.6129822731018066
144,0.8298020362854004,0.8298020362854004,0.6847133636474609,0,0.0009995005707431428,0.600753128528595
145,0.5896838903427124,0.5896838903427124,0.3779261112213135,0,0.0009994935624908863,1.8486409187316895
146,0.7811209559440613,0.7811209559440613,0.5107293128967285,0,0.000999486505434072,1.361242651939392
147,0.7794778347015381,0.7794778347015381,0.4373263418674469,0,0.0009994793995733958,1.3285936117172241
148,0.6270371675491333,0.6270371675491333,0.5023463368415833,0,0.0009994722449095594,1.2905538082122803
149,0.8581178784370422,0.8581178784370422,0.679110050201416,0,0.0009994650414432693,2.1997992992401123
150,0.7951503992080688,0.7951503992080688,0.5013294816017151,1,0.0009994577891752358,1.5052943229675293
151,0.5727113485336304,0.5727113485336304,0.40634673833847046,0,0.0009994504881061753,0.8568535447120667
152,0.9035229682922363,0.9035229682922363,0.5948879718780518,0,0.0009994431382368079,2.599445104598999
153,0.5400238037109375,0.5400238037109375,0.3563229441642761,0,0.000999435739567859,1.580667495727539
154,0.8213194608688354,0.8213194608688354,0.6020567417144775,0,0.000999428292100059,1.6883864402770996
155,0.5207794904708862,0.5207794904708862,0.2993563413619995,0,0.0009994207958341432,0.788409948348999
156,0.6849811673164368,0.6849811673164368,0.39379215240478516,0,0.000999413250770851,1.664219617843628
157,0.7146193981170654,0.7146193981170654,0.4614076614379883,0,0.0009994056569109272,1.5420863628387451
158,0.5554940700531006,0.5554940700531006,0.3510032892227173,0,0.0009993980142551215,1.3495041131973267
159,0.6744227409362793,0.6744227409362793,0.4030447006225586,0,0.0009993903228041879,1.2529284954071045
160,0.709123969078064,0.709123969078064,0.42109227180480957,0,0.0009993825825588855,1.9616456031799316
161,0.6551569700241089,0.6551569700241089,0.3863552212715149,0,0.0009993747935199788,1.1254559755325317
162,0.6891674399375916,0.6891674399375916,0.36783474683761597,0,0.0009993669556882358,0.956774890422821
163,0.7123599052429199,0.7123599052429199,0.459944486618042,0,0.0009993590690644304,0.9132121205329895
164,0.5232851505279541,0.5232851505279541,0.32309210300445557,0,0.000999351133649341,0.7879624366760254
165,0.7698694467544556,0.7698694467544556,0.48433899879455566,0,0.0009993431494437508,1.0099165439605713
166,0.8237266540527344,0.8237266540527344,0.5339816212654114,0,0.0009993351164484477,1.4977967739105225
167,0.6341066360473633,0.6341066360473633,0.5255087614059448,0,0.0009993270346642248,0.684073269367218
168,0.6952329874038696,0.6952329874038696,0.5022780299186707,0,0.0009993189040918794,1.0003576278686523
169,0.7630740404129028,0.7630740404129028,0.5435808300971985,0,0.000999310724732214,1.7301932573318481
170,0.8951674699783325,0.8951674699783325,0.6516565084457397,0,0.0009993024965860358,2.2900681495666504
171,0.8829615712165833,0.8829615712165833,0.4855431616306305,0,0.0009992942196541572,2.023394823074341
172,0.6121557354927063,0.6121557354927063,0.44481533765792847,0,0.0009992858939373952,1.1901119947433472
173,0.880646824836731,0.880646824836731,0.5449643135070801,0,0.000999277519436571,1.2526565790176392
174,0.7976402044296265,0.7976402044296265,0.3932678699493408,0,0.0009992690961525114,1.5743991136550903
175,0.7483640313148499,0.7483640313148499,0.3797120451927185,0,0.000999260624086048,1.0374969244003296
176,0.7457524538040161,0.7457524538040161,0.3792475461959839,0,0.0009992521032380164,1.6099478006362915
177,0.8636593818664551,0.8636593818664551,0.4798051118850708,0,0.0009992435336092578,1.4749497175216675
178,0.7539092302322388,0.7539092302322388,0.4316980242729187,0,0.0009992349152006183,1.1477030515670776
179,0.6220089793205261,0.6220089793205261,0.4270744323730469,0,0.000999226248012948,1.6288801431655884
180,0.62867271900177,0.62867271900177,0.4635500907897949,0,0.0009992175320471027,1.0310825109481812
181,0.6189086437225342,0.6189086437225342,0.30087846517562866,0,0.0009992087673039427,1.3102619647979736
182,0.6307340860366821,0.6307340860366821,0.3760172128677368,0,0.0009991999537843326,0.8245201706886292
183,0.8354640007019043,0.8354640007019043,0.54888916015625,0,0.0009991910914891426,0.7759507894515991
184,0.8261462450027466,0.8261462450027466,0.4941595792770386,0,0.0009991821804192474,1.2155178785324097
185,0.6396554708480835,0.6396554708480835,0.470020055770874,0,0.0009991732205755263,2.2596583366394043
186,0.7113211154937744,0.7113211154937744,0.5186190605163574,0,0.0009991642119588635,1.0245697498321533
187,0.9338431358337402,0.9338431358337402,0.6103851795196533,0,0.0009991551545701486,1.614974021911621
188,0.7944698333740234,0.7944698333740234,0.5417702794075012,0,0.000999146048410275,1.6763352155685425
189,0.5314977169036865,0.5314977169036865,0.38810423016548157,0,0.0009991368934801417,1.0321165323257446
190,0.7335038185119629,0.7335038185119629,0.6143738627433777,0,0.0009991276897806521,0.7022368907928467
191,0.6376811861991882,0.6376811861991882,0.3918502926826477,0,0.000999118437312715,1.24747633934021
192,0.6506317853927612,0.6506317853927612,0.4289565682411194,0,0.000999109136077243,1.5859500169754028
193,0.7563459873199463,0.7563459873199463,0.49786052107810974,0,0.0009990997860751542,1.2539207935333252
194,0.8418871760368347,0.8418871760368347,0.41395074129104614,0,0.000999090387307372,1.7130234241485596
195,0.7332899570465088,0.7332899570465088,0.572295069694519,0,0.0009990809397748233,1.5987693071365356
196,0.7937465310096741,0.7937465310096741,0.6107603311538696,0,0.0009990714434784408,0.8863657712936401
197,0.6416470408439636,0.6416470408439636,0.4755699634552002,0,0.0009990618984191619,1.7359306812286377
198,0.6369091272354126,0.6369091272354126,0.450253963470459,0,0.0009990523045979285,0.9873963594436646
199,0.5596373081207275,0.5596373081207275,0.36063462495803833,0,0.0009990426620156876,1.3654509782791138
200,0.7042930126190186,0.7042930126190186,0.41105133295059204,0,0.0009990329706733908,1.5399270057678223
201,0.460570752620697,0.460570752620697,0.25953829288482666,0,0.0009990232305719944,0.5552774667739868
202,0.6076205968856812,0.6076205968856812,0.3707486093044281,1,0.00099901344171246,0.5512409806251526
203,0.6260255575180054,0.6260255575180054,0.3437952995300293,0,0.0009990036040957535,1.0813994407653809
204,0.964856743812561,0.964856743812561,0.6251230239868164,0,0.000998993717722846,2.2985329627990723
205,0.5192347168922424,0.5192347168922424,0.3436954915523529,0,0.0009989837825947134,1.1305344104766846
206,0.7619496583938599,0.7619496583938599,0.5124469995498657,0,0.0009989737987123359,1.1232880353927612
207,0.6231753826141357,0.6231753826141357,0.4733729362487793,0,0.000998963766076699,1.4470752477645874
208,0.6567271947860718,0.6567271947860718,0.43637409806251526,0,0.000998953684688793,0.7775083780288696
209,0.7876148223876953,0.7876148223876953,0.5832569003105164,0,0.0009989435545496126,1.150012731552124
210,0.5765189528465271,0.5765189528465271,0.4178670048713684,0,0.000998933375660158,0.6263778209686279
211,0.5457804799079895,0.5457804799079895,0.39343369007110596,0,0.0009989231480214335,0.825298011302948
212,0.4464684724807739,0.4464684724807739,0.2954925298690796,0,0.0009989128716344489,0.551913857460022
213,0.8298097252845764,0.8298097252845764,0.5959572792053223,0,0.0009989025465002178,0.8357520699501038
214,0.6390634775161743,0.6390634775161743,0.4838169813156128,0,0.0009988921726197598,1.4259650707244873
215,0.6500305533409119,0.6500305533409119,0.3861335813999176,0,0.0009988817499940986,0.5532333254814148
216,0.6059331893920898,0.6059331893920898,0.4590336084365845,0,0.000998871278624263,1.322401762008667
217,0.8920432329177856,0.8920432329177856,0.6153044104576111,0,0.000998860758511286,1.191771388053894
218,0.6545727252960205,0.6545727252960205,0.391598641872406,0,0.0009988501896562064,1.0797394514083862
219,0.6797444224357605,0.6797444224357605,0.35545095801353455,1,0.0009988395720600673,1.002976894378662
220,0.7633183002471924,0.7633183002471924,0.6381689310073853,0,0.0009988289057239164,2.5723471641540527
221,0.7379621267318726,0.7379621267318726,0.6017612814903259,0,0.0009988181906488065,2.259953737258911
222,0.6770435571670532,0.6770435571670532,0.5493625998497009,0,0.000998807426835795,1.5233609676361084
223,0.6254767179489136,0.6254767179489136,0.4636784791946411,0,0.0009987966142859445,1.3161981105804443
224,0.5735931396484375,0.5735931396484375,0.4174792468547821,0,0.0009987857530003221,0.872105598449707
225,0.5086268782615662,0.5086268782615662,0.31291714310646057,0,0.0009987748429799996,0.7255280017852783
226,0.8307998776435852,0.8307998776435852,0.40789997577667236,0,0.0009987638842260537,1.4471105337142944
227,0.522107720375061,0.522107720375061,0.3598695993423462,0,0.0009987528767395662,1.441388487815857
228,0.6745290160179138,0.6745290160179138,0.3436952233314514,0,0.0009987418205216238,3.0611631870269775
229,0.6729062795639038,0.6729062795639038,0.2688702344894409,0,0.000998730715573317,1.2662084102630615
230,0.7429153323173523,0.7429153323173523,0.26954495906829834,0,0.000998719561895742,1.5653542280197144
231,0.589106559753418,0.589106559753418,0.28157633543014526,0,0.0009987083594900003,0.7241857647895813
232,0.8390198349952698,0.8390198349952698,0.5400329828262329,0,0.0009986971083571967,1.8972861766815186
233,0.4428732991218567,0.4428732991218567,0.3370959162712097,0,0.000998685808498442,0.641514003276825
234,0.5589792728424072,0.5589792728424072,0.40060240030288696,0,0.0009986744599148516,1.001359462738037
235,0.6187512278556824,0.6187512278556824,0.439017117023468,0,0.0009986630626075451,1.0638351440429688
236,0.7717365026473999,0.7717365026473999,0.6151989698410034,0,0.0009986516165776478,1.8965545892715454
237,0.5216948986053467,0.5216948986053467,0.4140550494194031,0,0.0009986401218262891,0.7754842042922974
238,0.5305243134498596,0.5305243134498596,0.4644099473953247,0,0.000998628578354604,1.3529577255249023
239,0.6890719532966614,0.6890719532966614,0.49009236693382263,0,0.000998616986163731,2.508974075317383
240,0.7687776684761047,0.7687776684761047,0.5799621939659119,0,0.0009986053452548148,1.3169922828674316
241,0.6504914164543152,0.6504914164543152,0.3669203817844391,0,0.0009985936556290039,1.8453564643859863
242,0.6490004062652588,0.6490004062652588,0.36866962909698486,0,0.0009985819172874525,1.3166629076004028
243,0.547914445400238,0.547914445400238,0.34489706158638,0,0.0009985701302313186,1.2352617979049683
244,0.7064418792724609,0.7064418792724609,0.39992207288742065,0,0.000998558294461766,1.1526581048965454
245,0.618512749671936,0.618512749671936,0.49253714084625244,0,0.0009985464099799626,1.6150264739990234
246,0.7968661189079285,0.7968661189079285,0.5008360147476196,0,0.0009985344767870815,1.1295276880264282
247,0.7961211800575256,0.7961211800575256,0.5072259902954102,0,0.0009985224948843002,1.9587488174438477
248,0.594633936882019,0.594633936882019,0.37135687470436096,0,0.0009985104642728016,0.8301457762718201
249,0.669427752494812,0.669427752494812,0.5018336772918701,0,0.0009984983849537729,1.12788987159729
250,0.5441867709159851,0.5441867709159851,0.43164893984794617,0,0.0009984862569284059,0.8995087146759033
251,0.8035155534744263,0.8035155534744263,0.6116207838058472,0,0.0009984740801978985,1.6839838027954102
252,0.660982608795166,0.660982608795166,0.5318366289138794,0,0.0009984618547634516,1.5141299962997437
253,0.702654242515564,0.702654242515564,0.4574318528175354,0,0.000998449580626272,0.694161057472229
254,0.6316986083984375,0.6316986083984375,0.4294881820678711,0,0.0009984372577875717,0.8957778811454773
255,0.901441216468811,0.901441216468811,0.5812984704971313,0,0.0009984248862485664,0.9236084222793579
256,0.7562605738639832,0.7562605738639832,0.5605950951576233,0,0.0009984124660104771,1.5088518857955933
257,0.6984395980834961,0.6984395980834961,0.4878617227077484,0,0.0009983999970745298,0.8075471520423889
258,0.7642249464988708,0.7642249464988708,0.5399847030639648,0,0.0009983874794419552,1.1649647951126099
259,0.6825579404830933,0.6825579404830933,0.3862069845199585,0,0.0009983749131139885,1.3357019424438477
260,0.8984805345535278,0.8984805345535278,0.5657682418823242,1,0.00099836229809187,1.1305975914001465
261,0.5529943704605103,0.5529943704605103,0.45753514766693115,0,0.0009983496343768448,1.2207280397415161
262,0.5886720418930054,0.5886720418930054,0.39941269159317017,0,0.0009983369219701628,1.335558295249939
263,0.7400895953178406,0.7400895953178406,0.4376552700996399,0,0.0009983241608730786,1.1507705450057983
264,0.6356561779975891,0.6356561779975891,0.3770562410354614,0,0.0009983113510868519,0.8057159185409546
265,0.6371302604675293,0.6371302604675293,0.45819973945617676,0,0.0009982984926127467,2.3133931159973145
266,0.5548996329307556,0.5548996329307556,0.4070984721183777,0,0.0009982855854520321,0.9211075305938721
267,0.6527835130691528,0.6527835130691528,0.3423689901828766,0,0.000998272629605982,1.3993586301803589
268,0.7437771558761597,0.7437771558761597,0.24513810873031616,0,0.0009982596250758752,1.2908716201782227
269,0.6055272817611694,0.6055272817611694,0.26344799995422363,1,0.0009982465718629953,0.5879877805709839
270,0.6268817782402039,0.6268817782402039,0.3662540912628174,0,0.00099823346996863,1.2192052602767944
271,0.7557619214057922,0.7557619214057922,0.5456407070159912,0,0.0009982203193940732,0.9441778659820557
272,0.9470417499542236,0.9470417499542236,0.7396807670593262,0,0.0009982071201406224,1.2962299585342407
273,0.6157222986221313,0.6157222986221313,0.5028023719787598,0,0.0009981938722095803,1.6282910108566284
274,0.7956657409667969,0.7956657409667969,0.6651562452316284,0,0.0009981805756022546,1.504871129989624
275,0.7370902895927429,0.7370902895927429,0.5482799410820007,0,0.0009981672303199574,1.5566126108169556
276,0.6180672645568848,0.6180672645568848,0.4008687138557434,0,0.000998153836364006,1.38089919090271
277,0.6411734819412231,0.6411734819412231,0.3973059058189392,0,0.0009981403937357222,1.0220065116882324
278,0.5388103723526001,0.5388103723526001,0.40146881341934204,0,0.0009981269024364327,0.9169105291366577
279,0.68682861328125,0.68682861328125,0.46452075242996216,0,0.0009981133624674694,1.231247067451477
280,0.42775532603263855,0.42775532603263855,0.3004470467567444,0,0.0009980997738301683,0.7044625878334045
281,0.47158777713775635,0.47158777713775635,0.23368361592292786,0,0.0009980861365258705,0.9424514770507812
282,0.5407958030700684,0.5407958030700684,0.28995320200920105,0,0.000998072450555922,0.9603375196456909
283,0.5928011536598206,0.5928011536598206,0.3770965337753296,0,0.0009980587159216737,0.5840814113616943
